date_time,traffic,baseline,is_holiday,hour,alert_status
2012-10-05 00:00:00,627,896,0,0,NORMAL
2012-10-05 01:00:00,388,577,0,1,NORMAL
2012-10-05 02:00:00,378,457,0,2,NORMAL
2012-10-05 03:00:00,368,457,0,3,NORMAL
2012-10-05 04:00:00,1428,804,0,4,HIGH_ALERT
2012-10-05 05:00:00,2489,2173,0,5,NORMAL
2012-10-05 06:00:00,5537,4111,0,6,NORMAL
2012-10-05 07:00:00,6628,4740,0,7,NORMAL
2012-10-05 08:00:00,5534,4620,0,8,NORMAL
2012-10-05 09:00:00,5403,4419,0,9,NORMAL
2012-10-05 10:00:00,4770,4245,0,10,NORMAL
2012-10-05 11:00:00,5217,4506,0,11,NORMAL
2012-10-05 12:00:00,5870,4738,0,12,NORMAL
2012-10-05 13:00:00,5967,4763,0,13,NORMAL
2012-10-05 14:00:00,6108,4965,0,14,NORMAL
2012-10-05 15:00:00,6128,5274,0,15,NORMAL
2012-10-05 16:00:00,6069,5680,0,16,NORMAL
2012-10-05 17:00:00,6169,5318,0,17,NORMAL
2012-10-05 18:00:00,5384,4306,0,18,NORMAL
2012-10-05 19:00:00,4063,3346,0,19,NORMAL
2012-10-05 20:00:00,3364,2895,0,20,NORMAL
2012-10-05 21:00:00,2971,2703,0,21,NORMAL
2012-10-05 22:00:00,2450,2240,0,22,NORMAL
2012-10-05 23:00:00,1832,1525,0,23,NORMAL
2012-10-06 00:00:00,1231,896,0,0,NORMAL
2012-10-06 01:00:00,718,577,0,1,NORMAL
2012-10-06 02:00:00,545,457,0,2,NORMAL
2012-10-06 03:00:00,478,457,0,3,NORMAL
2012-10-06 04:00:00,411,804,0,4,NORMAL
2012-10-06 05:00:00,688,2173,0,5,LOW_ALERT
2012-10-06 06:00:00,1352,4111,0,6,LOW_ALERT
2012-10-06 07:00:00,2072,4740,0,7,LOW_ALERT
2012-10-06 08:00:00,3342,4620,0,8,NORMAL
2012-10-06 09:00:00,4258,4419,0,9,NORMAL
2012-10-06 10:00:00,4861,4245,0,10,NORMAL
2012-10-06 11:00:00,5191,4506,0,11,NORMAL
2012-10-06 12:00:00,5669,4738,0,12,NORMAL
2012-10-06 13:00:00,5074,4763,0,13,NORMAL
2012-10-06 14:00:00,5025,4965,0,14,NORMAL
2012-10-06 15:00:00,5153,5274,0,15,NORMAL
2012-10-06 16:00:00,5024,5680,0,16,NORMAL
2012-10-06 17:00:00,4779,5318,0,17,NORMAL
2012-10-06 18:00:00,4362,4306,0,18,NORMAL
2012-10-06 19:00:00,3860,3346,0,19,NORMAL
2012-10-06 20:00:00,3160,2895,0,20,NORMAL
2012-10-06 21:00:00,2992,2703,0,21,NORMAL
2012-10-06 22:00:00,3202,2240,0,22,NORMAL
2012-10-06 23:00:00,1941,1525,0,23,NORMAL
2012-10-07 00:00:00,1233,896,0,0,NORMAL
2012-10-07 01:00:00,930,577,0,1,HIGH_ALERT
2012-10-07 02:00:00,626,457,0,2,NORMAL
2012-10-07 03:00:00,323,457,0,3,NORMAL
2012-10-07 04:00:00,312,804,0,4,LOW_ALERT
2012-10-07 05:00:00,627,2173,0,5,LOW_ALERT
2012-10-07 06:00:00,1508,4111,0,6,LOW_ALERT
2012-10-07 07:00:00,1539,4740,0,7,LOW_ALERT
2012-10-07 08:00:00,2232,4620,0,8,LOW_ALERT
2012-10-07 09:00:00,4568,4419,0,9,NORMAL
2012-10-07 10:00:00,4624,4245,0,10,NORMAL
2012-10-07 11:00:00,4529,4506,0,11,NORMAL
2012-10-07 12:00:00,5139,4738,0,12,NORMAL
2012-10-07 13:00:00,6640,4763,0,13,NORMAL
2012-10-07 14:00:00,6589,4965,0,14,NORMAL
2012-10-07 15:00:00,4429,5274,0,15,NORMAL
2012-10-07 16:00:00,4329,5680,0,16,NORMAL
2012-10-07 17:00:00,3833,5318,0,17,NORMAL
2012-10-07 18:00:00,4015,4306,0,18,NORMAL
2012-10-07 19:00:00,3382,3346,0,19,NORMAL
2012-10-07 20:00:00,2815,2895,0,20,NORMAL
2012-10-07 21:00:00,2110,2703,0,21,NORMAL
2012-10-07 22:00:00,1555,2240,0,22,NORMAL
2012-10-07 23:00:00,959,1525,0,23,NORMAL
2012-10-08 00:00:00,455,864,1,0,NORMAL
2012-10-08 01:00:00,336,570,1,1,NORMAL
2012-10-08 02:00:00,265,414,1,2,NORMAL
2012-10-08 03:00:00,314,357,1,3,NORMAL
2012-10-08 04:00:00,779,561,1,4,NORMAL
2012-10-08 05:00:00,2571,1484,1,5,HIGH_ALERT
2012-10-08 06:00:00,5563,2763,1,6,HIGH_ALERT
2012-10-08 07:00:00,6676,3115,1,7,HIGH_ALERT
2012-10-08 08:00:00,5966,2905,1,8,HIGH_ALERT
2012-10-08 09:00:00,4832,3046,1,9,HIGH_ALERT
2012-10-08 10:00:00,4395,3190,1,10,NORMAL
2012-10-08 11:00:00,4411,3594,1,11,NORMAL
2012-10-08 12:00:00,4648,3847,1,12,NORMAL
2012-10-08 13:00:00,4602,3927,1,13,NORMAL
2012-10-08 14:00:00,5125,4106,1,14,NORMAL
2012-10-08 15:00:00,5502,4208,1,15,NORMAL
2012-10-08 16:00:00,5979,4357,1,16,NORMAL
2012-10-08 17:00:00,5663,4092,1,17,NORMAL
2012-10-08 18:00:00,4259,3529,1,18,NORMAL
2012-10-08 19:00:00,3069,2942,1,19,NORMAL
2012-10-08 20:00:00,2378,2559,1,20,NORMAL
2012-10-08 21:00:00,2030,2248,1,21,NORMAL
2012-10-08 22:00:00,1400,1774,1,22,NORMAL
2012-10-08 23:00:00,917,1256,1,23,NORMAL
2012-10-09 00:00:00,515,896,0,0,NORMAL
2012-10-09 01:00:00,302,577,0,1,NORMAL
2012-10-09 02:00:00,251,457,0,2,NORMAL
2012-10-09 03:00:00,524,457,0,3,NORMAL
2012-10-09 04:00:00,798,804,0,4,NORMAL
2012-10-09 05:00:00,2678,2173,0,5,NORMAL
2012-10-09 06:00:00,5733,4111,0,6,NORMAL
2012-10-09 07:00:00,6449,4740,0,7,NORMAL
2012-10-09 08:00:00,5765,4620,0,8,NORMAL
2012-10-09 09:00:00,5599,4419,0,9,NORMAL
2012-10-09 10:00:00,4534,4245,0,10,NORMAL
2012-10-09 11:00:00,4691,4506,0,11,NORMAL
2012-10-09 12:00:00,5067,4738,0,12,NORMAL
2012-10-09 13:00:00,5030,4763,0,13,NORMAL
2012-10-09 14:00:00,5300,4965,0,14,NORMAL
2012-10-09 15:00:00,5777,5274,0,15,NORMAL
2012-10-09 16:00:00,6349,5680,0,16,NORMAL
2012-10-09 17:00:00,6127,5318,0,17,NORMAL
2012-10-09 18:00:00,4460,4306,0,18,NORMAL
2012-10-09 19:00:00,3418,3346,0,19,NORMAL
2012-10-09 20:00:00,2775,2895,0,20,NORMAL
2012-10-09 21:00:00,2306,2703,0,21,NORMAL
2012-10-09 22:00:00,1846,2240,0,22,NORMAL
2012-10-09 23:00:00,947,1525,0,23,NORMAL
2012-10-10 00:00:00,494,896,0,0,NORMAL
2012-10-10 01:00:00,332,577,0,1,NORMAL
2012-10-10 02:00:00,261,457,0,2,NORMAL
2012-10-10 03:00:00,361,457,0,3,NORMAL
2012-10-10 04:00:00,2199,804,0,4,HIGH_ALERT
2012-10-10 05:00:00,4037,2173,0,5,HIGH_ALERT
2012-10-10 06:00:00,5875,4111,0,6,NORMAL
2012-10-10 07:00:00,6793,4740,0,7,NORMAL
2012-10-10 08:00:00,6283,4620,0,8,NORMAL
2012-10-10 09:00:00,5680,4419,0,9,NORMAL
2012-10-10 10:00:00,4632,4245,0,10,NORMAL
2012-10-10 11:00:00,4887,4506,0,11,NORMAL
2012-10-10 12:00:00,5030,4738,0,12,NORMAL
2012-10-10 13:00:00,5067,4763,0,13,NORMAL
2012-10-10 14:00:00,5227,4965,0,14,NORMAL
2012-10-10 15:00:00,5610,5274,0,15,NORMAL
2012-10-10 16:00:00,6286,5680,0,16,NORMAL
2012-10-10 17:00:00,5530,5318,0,17,NORMAL
2012-10-10 18:00:00,4775,4306,0,18,NORMAL
2012-10-10 19:00:00,3340,3346,0,19,NORMAL
2012-10-10 20:00:00,3013,2895,0,20,NORMAL
2012-10-10 21:00:00,2603,2703,0,21,NORMAL
2012-10-10 22:00:00,1910,2240,0,22,NORMAL
2012-10-10 23:00:00,1037,1525,0,23,NORMAL
2012-10-11 00:00:00,692,896,0,0,NORMAL
2012-10-11 01:00:00,347,577,0,1,NORMAL
2012-10-11 02:00:00,348,457,0,2,NORMAL
2012-10-11 03:00:00,350,457,0,3,NORMAL
2012-10-11 04:00:00,850,804,0,4,NORMAL
2012-10-11 05:00:00,2791,2173,0,5,NORMAL
2012-10-11 06:00:00,5809,4111,0,6,NORMAL
2012-10-11 07:00:00,6798,4740,0,7,NORMAL
2012-10-11 08:00:00,6304,4620,0,8,NORMAL
2012-10-11 09:00:00,5291,4419,0,9,NORMAL
2012-10-11 10:00:00,4638,4245,0,10,NORMAL
2012-10-11 11:00:00,4868,4506,0,11,NORMAL
2012-10-11 12:00:00,5098,4738,0,12,NORMAL
2012-10-11 13:00:00,5327,4763,0,13,NORMAL
2012-10-11 14:00:00,5557,4965,0,14,NORMAL
2012-10-11 15:00:00,5818,5274,0,15,NORMAL
2012-10-11 16:00:00,6272,5680,0,16,NORMAL
2012-10-11 17:00:00,5944,5318,0,17,NORMAL
2012-10-11 18:00:00,4949,4306,0,18,NORMAL
2012-10-11 19:00:00,3511,3346,0,19,NORMAL
2012-10-11 20:00:00,3039,2895,0,20,NORMAL
2012-10-11 21:00:00,2679,2703,0,21,NORMAL
2012-10-11 22:00:00,2094,2240,0,22,NORMAL
2012-10-11 23:00:00,1284,1525,0,23,NORMAL
2012-10-12 00:00:00,630,896,0,0,NORMAL
2012-10-12 01:00:00,410,577,0,1,NORMAL
2012-10-12 02:00:00,331,457,0,2,NORMAL
2012-10-12 03:00:00,372,457,0,3,NORMAL
2012-10-12 04:00:00,739,804,0,4,NORMAL
2012-10-12 05:00:00,2561,2173,0,5,NORMAL
2012-10-12 06:00:00,5586,4111,0,6,NORMAL
2012-10-12 07:00:00,6992,4740,0,7,NORMAL
2012-10-12 08:00:00,5860,4620,0,8,NORMAL
2012-10-12 09:00:00,5230,4419,0,9,NORMAL
2012-10-12 10:00:00,4864,4245,0,10,NORMAL
2012-10-12 11:00:00,5146,4506,0,11,NORMAL
2012-10-12 12:00:00,5526,4738,0,12,NORMAL
2012-10-12 13:00:00,5383,4763,0,13,NORMAL
2012-10-12 14:00:00,5758,4965,0,14,NORMAL
2012-10-12 15:00:00,5889,5274,0,15,NORMAL
2012-10-12 16:00:00,6057,5680,0,16,NORMAL
2012-10-12 17:00:00,6028,5318,0,17,NORMAL
2012-10-12 18:00:00,5257,4306,0,18,NORMAL
2012-10-12 19:00:00,4585,3346,0,19,NORMAL
2012-10-12 20:00:00,3913,2895,0,20,NORMAL
2012-10-12 21:00:00,3241,2703,0,21,NORMAL
2012-10-12 22:00:00,2569,2240,0,22,NORMAL
2012-10-12 23:00:00,1897,1525,0,23,NORMAL
2012-10-13 00:00:00,1335,896,0,0,NORMAL
2012-10-13 01:00:00,769,577,0,1,NORMAL
2012-10-13 02:00:00,570,457,0,2,NORMAL
2012-10-13 03:00:00,413,457,0,3,NORMAL
2012-10-13 04:00:00,399,804,0,4,LOW_ALERT
2012-10-13 05:00:00,740,2173,0,5,LOW_ALERT
2012-10-13 06:00:00,1420,4111,0,6,LOW_ALERT
2012-10-13 07:00:00,2220,4740,0,7,LOW_ALERT
2012-10-13 08:00:00,3479,4620,0,8,NORMAL
2012-10-13 09:00:00,4546,4419,0,9,NORMAL
2012-10-13 10:00:00,4579,4245,0,10,NORMAL
2012-10-13 11:00:00,4438,4506,0,11,NORMAL
2012-10-13 12:00:00,4623,4738,0,12,NORMAL
2012-10-13 13:00:00,4440,4763,0,13,NORMAL
2012-10-13 14:00:00,4495,4965,0,14,NORMAL
2012-10-13 15:00:00,4483,5274,0,15,NORMAL
2012-10-13 16:00:00,4591,5680,0,16,NORMAL
2012-10-13 17:00:00,4477,5318,0,17,NORMAL
2012-10-13 18:00:00,4221,4306,0,18,NORMAL
2012-10-13 19:00:00,3672,3346,0,19,NORMAL
2012-10-13 20:00:00,3015,2895,0,20,NORMAL
2012-10-13 21:00:00,2769,2703,0,21,NORMAL
2012-10-13 22:00:00,2875,2240,0,22,NORMAL
2012-10-13 23:00:00,1931,1525,0,23,NORMAL
2012-10-14 00:00:00,1309,896,0,0,NORMAL
2012-10-14 01:00:00,870,577,0,1,HIGH_ALERT
2012-10-14 02:00:00,654,457,0,2,NORMAL
2012-10-14 03:00:00,364,457,0,3,NORMAL
2012-10-14 04:00:00,262,804,0,4,LOW_ALERT
2012-10-14 05:00:00,505,2173,0,5,LOW_ALERT
2012-10-14 06:00:00,861,4111,0,6,LOW_ALERT
2012-10-14 07:00:00,1132,4740,0,7,LOW_ALERT
2012-10-14 08:00:00,1797,4620,0,8,LOW_ALERT
2012-10-14 09:00:00,2685,4419,0,9,NORMAL
2012-10-14 10:00:00,3370,4245,0,10,NORMAL
2012-10-14 11:00:00,3662,4506,0,11,NORMAL
2012-10-14 12:00:00,4076,4738,0,12,NORMAL
2012-10-14 13:00:00,4128,4763,0,13,NORMAL
2012-10-14 14:00:00,4358,4965,0,14,NORMAL
2012-10-14 15:00:00,4342,5274,0,15,NORMAL
2012-10-14 16:00:00,4234,5680,0,16,NORMAL
2012-10-14 17:00:00,4271,5318,0,17,NORMAL
2012-10-14 18:00:00,4080,4306,0,18,NORMAL
2012-10-14 19:00:00,3453,3346,0,19,NORMAL
2012-10-14 20:00:00,2718,2895,0,20,NORMAL
2012-10-14 21:00:00,2439,2703,0,21,NORMAL
2012-10-14 22:00:00,1819,2240,0,22,NORMAL
2012-10-14 23:00:00,1002,1525,0,23,NORMAL
2012-10-15 00:00:00,542,896,0,0,NORMAL
2012-10-15 01:00:00,303,577,0,1,NORMAL
2012-10-15 02:00:00,239,457,0,2,NORMAL
2012-10-15 03:00:00,335,457,0,3,NORMAL
2012-10-15 04:00:00,810,804,0,4,NORMAL
2012-10-15 05:00:00,2606,2173,0,5,NORMAL
2012-10-15 06:00:00,5714,4111,0,6,NORMAL
2012-10-15 07:00:00,6798,4740,0,7,NORMAL
2012-10-15 08:00:00,6114,4620,0,8,NORMAL
2012-10-15 09:00:00,5094,4419,0,9,NORMAL
2012-10-15 10:00:00,4473,4245,0,10,NORMAL
2012-10-15 11:00:00,4529,4506,0,11,NORMAL
2012-10-15 12:00:00,4823,4738,0,12,NORMAL
2012-10-15 13:00:00,4872,4763,0,13,NORMAL
2012-10-15 14:00:00,5238,4965,0,14,NORMAL
2012-10-15 15:00:00,5584,5274,0,15,NORMAL
2012-10-15 16:00:00,6246,5680,0,16,NORMAL
2012-10-15 17:00:00,5957,5318,0,17,NORMAL
2012-10-15 18:00:00,4535,4306,0,18,NORMAL
2012-10-15 19:00:00,3234,3346,0,19,NORMAL
2012-10-15 20:00:00,2677,2895,0,20,NORMAL
2012-10-15 21:00:00,2077,2703,0,21,NORMAL
2012-10-15 22:00:00,1380,2240,0,22,NORMAL
2012-10-15 23:00:00,927,1525,0,23,NORMAL
2012-10-16 00:00:00,500,896,0,0,NORMAL
2012-10-16 01:00:00,324,577,0,1,NORMAL
2012-10-16 02:00:00,257,457,0,2,NORMAL
2012-10-16 03:00:00,354,457,0,3,NORMAL
2012-10-16 04:00:00,769,804,0,4,NORMAL
2012-10-16 05:00:00,2769,2173,0,5,NORMAL
2012-10-16 06:00:00,5789,4111,0,6,NORMAL
2012-10-16 07:00:00,7055,4740,0,7,NORMAL
2012-10-16 08:00:00,6408,4620,0,8,NORMAL
2012-10-16 09:00:00,5254,4419,0,9,NORMAL
2012-10-16 10:00:00,4547,4245,0,10,NORMAL
2012-10-16 11:00:00,4784,4506,0,11,NORMAL
2012-10-16 12:00:00,5015,4738,0,12,NORMAL
2012-10-16 13:00:00,5057,4763,0,13,NORMAL
2012-10-16 14:00:00,5430,4965,0,14,NORMAL
2012-10-16 15:00:00,5813,5274,0,15,NORMAL
2012-10-16 16:00:00,6496,5680,0,16,NORMAL
2012-10-16 17:00:00,6429,5318,0,17,NORMAL
2012-10-16 18:00:00,5142,4306,0,18,NORMAL
2012-10-16 19:00:00,3311,3346,0,19,NORMAL
2012-10-16 20:00:00,2777,2895,0,20,NORMAL
2012-10-16 21:00:00,2331,2703,0,21,NORMAL
2012-10-16 22:00:00,1767,2240,0,22,NORMAL
2012-10-16 23:00:00,1093,1525,0,23,NORMAL
2012-10-17 00:00:00,554,896,0,0,NORMAL
2012-10-17 01:00:00,333,577,0,1,NORMAL
2012-10-17 02:00:00,267,457,0,2,NORMAL
2012-10-17 03:00:00,358,457,0,3,NORMAL
2012-10-17 04:00:00,777,804,0,4,NORMAL
2012-10-17 05:00:00,2732,2173,0,5,NORMAL
2012-10-17 06:00:00,5637,4111,0,6,NORMAL
2012-10-17 07:00:00,5564,4740,0,7,NORMAL
2012-10-17 08:00:00,6274,4620,0,8,NORMAL
2012-10-17 09:00:00,5403,4419,0,9,NORMAL
2012-10-17 10:00:00,4680,4245,0,10,NORMAL
2012-10-17 11:00:00,4642,4506,0,11,NORMAL
2012-10-17 12:00:00,4979,4738,0,12,NORMAL
2012-10-17 13:00:00,4851,4763,0,13,NORMAL
2012-10-17 14:00:00,4291,4965,0,14,NORMAL
2012-10-17 15:00:00,4714,5274,0,15,NORMAL
2012-10-17 16:00:00,6723,5680,0,16,NORMAL
2012-10-17 17:00:00,6180,5318,0,17,NORMAL
2012-10-17 18:00:00,4843,4306,0,18,NORMAL
2012-10-17 19:00:00,3435,3346,0,19,NORMAL
2012-10-17 20:00:00,2921,2895,0,20,NORMAL
2012-10-17 21:00:00,2763,2703,0,21,NORMAL
2012-10-17 22:00:00,1930,2240,0,22,NORMAL
2012-10-17 23:00:00,1160,1525,0,23,NORMAL
2012-10-18 00:00:00,654,896,0,0,NORMAL
2012-10-18 01:00:00,374,577,0,1,NORMAL
2012-10-18 02:00:00,301,457,0,2,NORMAL
2012-10-18 03:00:00,397,457,0,3,NORMAL
2012-10-18 04:00:00,794,804,0,4,NORMAL
2012-10-18 05:00:00,2564,2173,0,5,NORMAL
2012-10-18 06:00:00,5358,4111,0,6,NORMAL
2012-10-18 07:00:00,6441,4740,0,7,NORMAL
2012-10-18 08:00:00,5536,4620,0,8,NORMAL
2012-10-18 09:00:00,5256,4419,0,9,NORMAL
2012-10-18 10:00:00,4619,4245,0,10,NORMAL
2012-10-18 11:00:00,5107,4506,0,11,NORMAL
2012-10-18 12:00:00,5147,4738,0,12,NORMAL
2012-10-18 13:00:00,5283,4763,0,13,NORMAL
2012-10-18 14:00:00,5704,4965,0,14,NORMAL
2012-10-18 15:00:00,5887,5274,0,15,NORMAL
2012-10-18 16:00:00,6307,5680,0,16,NORMAL
2012-10-18 17:00:00,5953,5318,0,17,NORMAL
2012-10-18 18:00:00,4519,4306,0,18,NORMAL
2012-10-18 19:00:00,3427,3346,0,19,NORMAL
2012-10-18 20:00:00,2921,2895,0,20,NORMAL
2012-10-18 21:00:00,2649,2703,0,21,NORMAL
2012-10-18 22:00:00,2005,2240,0,22,NORMAL
2012-10-18 23:00:00,1177,1525,0,23,NORMAL
2012-10-19 00:00:00,699,896,0,0,NORMAL
2012-10-19 01:00:00,436,577,0,1,NORMAL
2012-10-19 02:00:00,353,457,0,2,NORMAL
2012-10-19 03:00:00,399,457,0,3,NORMAL
2012-10-19 04:00:00,720,804,0,4,NORMAL
2012-10-19 05:00:00,2370,2173,0,5,NORMAL
2012-10-19 06:00:00,5162,4111,0,6,NORMAL
2012-10-19 07:00:00,5777,4740,0,7,NORMAL
2012-10-19 08:00:00,5235,4620,0,8,NORMAL
2012-10-19 09:00:00,4606,4419,0,9,NORMAL
2012-10-19 10:00:00,4328,4245,0,10,NORMAL
2012-10-19 11:00:00,4282,4506,0,11,NORMAL
2012-10-19 12:00:00,4489,4738,0,12,NORMAL
2012-10-19 13:00:00,4908,4763,0,13,NORMAL
2012-10-19 14:00:00,5620,4965,0,14,NORMAL
2012-10-19 15:00:00,5849,5274,0,15,NORMAL
2012-10-19 16:00:00,4945,5680,0,16,NORMAL
2012-10-19 17:00:00,4619,5318,0,17,NORMAL
2012-10-19 18:00:00,4479,4306,0,18,NORMAL
2012-10-19 19:00:00,3804,3346,0,19,NORMAL
2012-10-19 20:00:00,2908,2895,0,20,NORMAL
2012-10-19 21:00:00,2942,2703,0,21,NORMAL
2012-10-19 22:00:00,3077,2240,0,22,NORMAL
2012-10-19 23:00:00,2051,1525,0,23,NORMAL
2012-10-20 00:00:00,1270,896,0,0,NORMAL
2012-10-20 01:00:00,773,577,0,1,NORMAL
2012-10-20 02:00:00,589,457,0,2,NORMAL
2012-10-20 03:00:00,432,457,0,3,NORMAL
2012-10-20 04:00:00,401,804,0,4,LOW_ALERT
2012-10-20 05:00:00,759,2173,0,5,LOW_ALERT
2012-10-20 06:00:00,1313,4111,0,6,LOW_ALERT
2012-10-20 07:00:00,1824,4740,0,7,LOW_ALERT
2012-10-20 08:00:00,2787,4620,0,8,NORMAL
2012-10-20 09:00:00,3713,4419,0,9,NORMAL
2012-10-20 10:00:00,3815,4245,0,10,NORMAL
2012-10-20 11:00:00,4339,4506,0,11,NORMAL
2012-10-20 12:00:00,4613,4738,0,12,NORMAL
2012-10-20 13:00:00,4507,4763,0,13,NORMAL
2012-10-20 14:00:00,4452,4965,0,14,NORMAL
2012-10-20 15:00:00,4636,5274,0,15,NORMAL
2012-10-20 16:00:00,4810,5680,0,16,NORMAL
2012-10-20 17:00:00,5125,5318,0,17,NORMAL
2012-10-20 18:00:00,4337,4306,0,18,NORMAL
2012-10-20 19:00:00,3644,3346,0,19,NORMAL
2012-10-20 20:00:00,3107,2895,0,20,NORMAL
2012-10-20 21:00:00,2929,2703,0,21,NORMAL
2012-10-20 22:00:00,2865,2240,0,22,NORMAL
2012-10-20 23:00:00,2340,1525,0,23,HIGH_ALERT
2012-10-21 00:00:00,1372,896,0,0,HIGH_ALERT
2012-10-21 01:00:00,1442,577,0,1,HIGH_ALERT
2012-10-21 02:00:00,1511,457,0,2,HIGH_ALERT
2012-10-21 03:00:00,1580,457,0,3,HIGH_ALERT
2012-10-21 04:00:00,1650,804,0,4,HIGH_ALERT
2012-10-21 05:00:00,1720,2173,0,5,NORMAL
2012-10-21 06:00:00,1789,4111,0,6,LOW_ALERT
2012-10-21 07:00:00,1858,4740,0,7,LOW_ALERT
2012-10-21 08:00:00,1928,4620,0,8,LOW_ALERT
2012-10-21 09:00:00,2235,4419,0,9,NORMAL
2012-10-21 10:00:00,2543,4245,0,10,NORMAL
2012-10-21 11:00:00,2850,4506,0,11,NORMAL
2012-10-21 12:00:00,3158,4738,0,12,NORMAL
2012-10-21 13:00:00,3465,4763,0,13,NORMAL
2012-10-21 14:00:00,3773,4965,0,14,NORMAL
2012-10-21 15:00:00,4080,5274,0,15,NORMAL
2012-10-21 16:00:00,4388,5680,0,16,NORMAL
2012-10-21 17:00:00,4695,5318,0,17,NORMAL
2012-10-21 18:00:00,4335,4306,0,18,NORMAL
2012-10-21 19:00:00,3647,3346,0,19,NORMAL
2012-10-21 20:00:00,2959,2895,0,20,NORMAL
2012-10-21 21:00:00,2271,2703,0,21,NORMAL
2012-10-21 22:00:00,1583,2240,0,22,NORMAL
2012-10-21 23:00:00,959,1525,0,23,NORMAL
2012-10-22 00:00:00,498,896,0,0,NORMAL
2012-10-22 01:00:00,306,577,0,1,NORMAL
2012-10-22 02:00:00,259,457,0,2,NORMAL
2012-10-22 03:00:00,324,457,0,3,NORMAL
2012-10-22 04:00:00,806,804,0,4,NORMAL
2012-10-22 05:00:00,2622,2173,0,5,NORMAL
2012-10-22 06:00:00,5456,4111,0,6,NORMAL
2012-10-22 07:00:00,5173,4740,0,7,NORMAL
2012-10-22 08:00:00,4890,4620,0,8,NORMAL
2012-10-22 09:00:00,4607,4419,0,9,NORMAL
2012-10-22 10:00:00,4324,4245,0,10,NORMAL
2012-10-22 11:00:00,4378,4506,0,11,NORMAL
2012-10-22 12:00:00,4639,4738,0,12,NORMAL
2012-10-22 13:00:00,4546,4763,0,13,NORMAL
2012-10-22 14:00:00,5006,4965,0,14,NORMAL
2012-10-22 15:00:00,5361,5274,0,15,NORMAL
2012-10-22 16:00:00,6101,5680,0,16,NORMAL
2012-10-22 17:00:00,5781,5318,0,17,NORMAL
2012-10-22 18:00:00,4272,4306,0,18,NORMAL
2012-10-22 19:00:00,3091,3346,0,19,NORMAL
2012-10-22 20:00:00,2434,2895,0,20,NORMAL
2012-10-22 21:00:00,1984,2703,0,21,NORMAL
2012-10-22 22:00:00,1383,2240,0,22,NORMAL
2012-10-22 23:00:00,959,1525,0,23,NORMAL
2012-10-23 00:00:00,511,896,0,0,NORMAL
2012-10-23 01:00:00,346,577,0,1,NORMAL
2012-10-23 02:00:00,253,457,0,2,NORMAL
