current_time,window_start,avg_traffic,data_count
2012-10-07 07:00:00,2012-10-06 08:00:00,3124.63,24
2012-10-07 08:00:00,2012-10-06 09:00:00,3078.38,24
2012-10-07 09:00:00,2012-10-06 10:00:00,3091.29,24
2012-10-07 10:00:00,2012-10-06 11:00:00,3081.42,24
2012-10-07 11:00:00,2012-10-06 12:00:00,3053.83,24
2012-10-07 12:00:00,2012-10-06 13:00:00,3031.75,24
2012-10-07 13:00:00,2012-10-06 14:00:00,3097,24
2012-10-07 14:00:00,2012-10-06 15:00:00,3162.17,24
2012-10-07 15:00:00,2012-10-06 16:00:00,3132,24
2012-10-07 16:00:00,2012-10-06 17:00:00,3103.04,24
2012-10-07 17:00:00,2012-10-06 18:00:00,3063.63,24
2012-10-07 18:00:00,2012-10-06 19:00:00,3049.17,24
2012-10-07 19:00:00,2012-10-06 20:00:00,3029.25,24
2012-10-07 20:00:00,2012-10-06 21:00:00,3014.88,24
2012-10-07 21:00:00,2012-10-06 22:00:00,2978.13,24
2012-10-07 22:00:00,2012-10-06 23:00:00,2909.5,24
2012-10-07 23:00:00,2012-10-07 00:00:00,2868.58,24
2012-10-08 00:00:00,2012-10-07 01:00:00,2836.17,24
2012-10-08 01:00:00,2012-10-07 02:00:00,2811.42,24
2012-10-08 02:00:00,2012-10-07 03:00:00,2796.38,24
2012-10-08 03:00:00,2012-10-07 04:00:00,2796,24
2012-10-08 04:00:00,2012-10-07 05:00:00,2815.46,24
2012-10-08 05:00:00,2012-10-07 06:00:00,2896.46,24
2012-10-08 06:00:00,2012-10-07 07:00:00,3065.42,24
2012-10-08 07:00:00,2012-10-07 08:00:00,3279.46,24
2012-10-08 08:00:00,2012-10-07 09:00:00,3435.04,24
2012-10-08 09:00:00,2012-10-07 10:00:00,3446.04,24
2012-10-08 10:00:00,2012-10-07 11:00:00,3436.5,24
2012-10-08 11:00:00,2012-10-07 12:00:00,3431.58,24
2012-10-08 12:00:00,2012-10-07 13:00:00,3411.13,24
2012-10-08 13:00:00,2012-10-07 14:00:00,3326.21,24
2012-10-08 14:00:00,2012-10-07 15:00:00,3265.21,24
2012-10-08 15:00:00,2012-10-07 16:00:00,3309.92,24
2012-10-08 16:00:00,2012-10-07 17:00:00,3378.67,24
2012-10-08 17:00:00,2012-10-07 18:00:00,3454.92,24
2012-10-08 18:00:00,2012-10-07 19:00:00,3465.08,24
2012-10-08 19:00:00,2012-10-07 20:00:00,3452.04,24
2012-10-08 20:00:00,2012-10-07 21:00:00,3433.83,24
2012-10-08 21:00:00,2012-10-07 22:00:00,3430.5,24
2012-10-08 22:00:00,2012-10-07 23:00:00,3424.04,24
2012-10-08 23:00:00,2012-10-08 00:00:00,3422.29,24
2012-10-09 00:00:00,2012-10-08 01:00:00,3424.79,24
2012-10-09 01:00:00,2012-10-08 02:00:00,3423.38,24
2012-10-09 02:00:00,2012-10-08 03:00:00,3422.79,24
2012-10-09 03:00:00,2012-10-08 04:00:00,3431.54,24
2012-10-09 04:00:00,2012-10-08 05:00:00,3432.33,24
2012-10-09 05:00:00,2012-10-08 06:00:00,3436.79,24
2012-10-09 06:00:00,2012-10-08 07:00:00,3443.88,24
2012-10-09 07:00:00,2012-10-08 08:00:00,3434.42,24
2012-10-09 08:00:00,2012-10-08 09:00:00,3426.04,24
2012-10-09 09:00:00,2012-10-08 10:00:00,3458,24
2012-10-09 10:00:00,2012-10-08 11:00:00,3463.79,24
2012-10-09 11:00:00,2012-10-08 12:00:00,3475.46,24
2012-10-09 12:00:00,2012-10-08 13:00:00,3492.92,24
2012-10-09 13:00:00,2012-10-08 14:00:00,3510.75,24
2012-10-09 14:00:00,2012-10-08 15:00:00,3518.04,24
2012-10-09 15:00:00,2012-10-08 16:00:00,3529.5,24
2012-10-09 16:00:00,2012-10-08 17:00:00,3544.92,24
2012-10-09 17:00:00,2012-10-08 18:00:00,3564.25,24
2012-10-09 18:00:00,2012-10-08 19:00:00,3572.63,24
2012-10-09 19:00:00,2012-10-08 20:00:00,3587.17,24
2012-10-09 20:00:00,2012-10-08 21:00:00,3603.71,24
2012-10-09 21:00:00,2012-10-08 22:00:00,3615.21,24
2012-10-09 22:00:00,2012-10-08 23:00:00,3633.79,24
2012-10-09 23:00:00,2012-10-09 00:00:00,3635.04,24
2012-10-10 00:00:00,2012-10-09 01:00:00,3634.17,24
2012-10-10 01:00:00,2012-10-09 02:00:00,3635.42,24
2012-10-10 02:00:00,2012-10-09 03:00:00,3635.83,24
2012-10-10 03:00:00,2012-10-09 04:00:00,3629.04,24
2012-10-10 04:00:00,2012-10-09 05:00:00,3687.42,24
2012-10-10 05:00:00,2012-10-09 06:00:00,3744.04,24
2012-10-10 06:00:00,2012-10-09 07:00:00,3749.96,24
2012-10-10 07:00:00,2012-10-09 08:00:00,3764.29,24
2012-10-10 08:00:00,2012-10-09 09:00:00,3785.88,24
2012-10-10 09:00:00,2012-10-09 10:00:00,3789.25,24
2012-10-10 10:00:00,2012-10-09 11:00:00,3793.33,24
2012-10-10 11:00:00,2012-10-09 12:00:00,3801.5,24
2012-10-10 12:00:00,2012-10-09 13:00:00,3799.96,24
2012-10-10 13:00:00,2012-10-09 14:00:00,3801.5,24
2012-10-10 14:00:00,2012-10-09 15:00:00,3798.46,24
2012-10-10 15:00:00,2012-10-09 16:00:00,3791.5,24
2012-10-10 16:00:00,2012-10-09 17:00:00,3788.88,24
2012-10-10 17:00:00,2012-10-09 18:00:00,3764,24
2012-10-10 18:00:00,2012-10-09 19:00:00,3777.13,24
2012-10-10 19:00:00,2012-10-09 20:00:00,3773.88,24
2012-10-10 20:00:00,2012-10-09 21:00:00,3783.79,24
2012-10-10 21:00:00,2012-10-09 22:00:00,3796.17,24
2012-10-10 22:00:00,2012-10-09 23:00:00,3798.83,24
2012-10-10 23:00:00,2012-10-10 00:00:00,3802.58,24
2012-10-11 00:00:00,2012-10-10 01:00:00,3810.83,24
2012-10-11 01:00:00,2012-10-10 02:00:00,3811.46,24
2012-10-11 02:00:00,2012-10-10 03:00:00,3815.08,24
2012-10-11 03:00:00,2012-10-10 04:00:00,3814.63,24
2012-10-11 04:00:00,2012-10-10 05:00:00,3758.42,24
2012-10-11 05:00:00,2012-10-10 06:00:00,3706.5,24
2012-10-11 06:00:00,2012-10-10 07:00:00,3703.75,24
2012-10-11 07:00:00,2012-10-10 08:00:00,3703.96,24
2012-10-11 08:00:00,2012-10-10 09:00:00,3704.83,24
2012-10-11 09:00:00,2012-10-10 10:00:00,3688.63,24
2012-10-11 10:00:00,2012-10-10 11:00:00,3688.88,24
2012-10-11 11:00:00,2012-10-10 12:00:00,3688.08,24
2012-10-11 12:00:00,2012-10-10 13:00:00,3690.92,24
2012-10-11 13:00:00,2012-10-10 14:00:00,3701.75,24
2012-10-11 14:00:00,2012-10-10 15:00:00,3715.5,24
2012-10-11 15:00:00,2012-10-10 16:00:00,3724.17,24
2012-10-11 16:00:00,2012-10-10 17:00:00,3723.58,24
2012-10-11 17:00:00,2012-10-10 18:00:00,3740.83,24
2012-10-11 18:00:00,2012-10-10 19:00:00,3748.08,24
2012-10-11 19:00:00,2012-10-10 20:00:00,3755.21,24
2012-10-11 20:00:00,2012-10-10 21:00:00,3756.29,24
2012-10-11 21:00:00,2012-10-10 22:00:00,3759.46,24
2012-10-11 22:00:00,2012-10-10 23:00:00,3767.13,24
2012-10-11 23:00:00,2012-10-11 00:00:00,3777.42,24
2012-10-12 00:00:00,2012-10-11 01:00:00,3774.83,24
2012-10-12 01:00:00,2012-10-11 02:00:00,3777.46,24
2012-10-12 02:00:00,2012-10-11 03:00:00,3776.75,24
2012-10-12 03:00:00,2012-10-11 04:00:00,3777.67,24
2012-10-12 04:00:00,2012-10-11 05:00:00,3773.04,24
2012-10-12 05:00:00,2012-10-11 06:00:00,3763.46,24
2012-10-12 06:00:00,2012-10-11 07:00:00,3754.17,24
2012-10-12 07:00:00,2012-10-11 08:00:00,3762.25,24
2012-10-12 08:00:00,2012-10-11 09:00:00,3743.75,24
2012-10-12 09:00:00,2012-10-11 10:00:00,3741.21,24
2012-10-12 10:00:00,2012-10-11 11:00:00,3750.63,24
2012-10-12 11:00:00,2012-10-11 12:00:00,3762.21,24
2012-10-12 12:00:00,2012-10-11 13:00:00,3780.04,24
2012-10-12 13:00:00,2012-10-11 14:00:00,3782.38,24
2012-10-12 14:00:00,2012-10-11 15:00:00,3790.75,24
2012-10-12 15:00:00,2012-10-11 16:00:00,3793.71,24
2012-10-12 16:00:00,2012-10-11 17:00:00,3784.75,24
2012-10-12 17:00:00,2012-10-11 18:00:00,3788.25,24
2012-10-12 18:00:00,2012-10-11 19:00:00,3801.08,24
2012-10-12 19:00:00,2012-10-11 20:00:00,3845.83,24
2012-10-12 20:00:00,2012-10-11 21:00:00,3882.25,24
2012-10-12 21:00:00,2012-10-11 22:00:00,3905.67,24
2012-10-12 22:00:00,2012-10-11 23:00:00,3925.46,24
2012-10-12 23:00:00,2012-10-12 00:00:00,3951,24
2012-10-13 00:00:00,2012-10-12 01:00:00,3980.38,24
2012-10-13 01:00:00,2012-10-12 02:00:00,3995.33,24
2012-10-13 02:00:00,2012-10-12 03:00:00,4005.29,24
2012-10-13 03:00:00,2012-10-12 04:00:00,4007,24
2012-10-13 04:00:00,2012-10-12 05:00:00,3992.83,24
2012-10-13 05:00:00,2012-10-12 06:00:00,3916.96,24
2012-10-13 06:00:00,2012-10-12 07:00:00,3743.38,24
2012-10-13 07:00:00,2012-10-12 08:00:00,3544.54,24
2012-10-13 08:00:00,2012-10-12 09:00:00,3445.33,24
2012-10-13 09:00:00,2012-10-12 10:00:00,3416.83,24
2012-10-13 10:00:00,2012-10-12 11:00:00,3404.96,24
2012-10-13 11:00:00,2012-10-12 12:00:00,3375.46,24
2012-10-13 12:00:00,2012-10-12 13:00:00,3337.83,24
2012-10-13 13:00:00,2012-10-12 14:00:00,3298.54,24
2012-10-13 14:00:00,2012-10-12 15:00:00,3245.92,24
2012-10-13 15:00:00,2012-10-12 16:00:00,3187.33,24
2012-10-13 16:00:00,2012-10-12 17:00:00,3126.25,24
2012-10-13 17:00:00,2012-10-12 18:00:00,3061.63,24
2012-10-13 18:00:00,2012-10-12 19:00:00,3018.46,24
2012-10-13 19:00:00,2012-10-12 20:00:00,2980.42,24
2012-10-13 20:00:00,2012-10-12 21:00:00,2943,24
2012-10-13 21:00:00,2012-10-12 22:00:00,2923.33,24
2012-10-13 22:00:00,2012-10-12 23:00:00,2936.08,24
2012-10-13 23:00:00,2012-10-13 00:00:00,2937.5,24
2012-10-14 00:00:00,2012-10-13 01:00:00,2936.42,24
2012-10-14 01:00:00,2012-10-13 02:00:00,2940.63,24
2012-10-14 02:00:00,2012-10-13 03:00:00,2944.13,24
2012-10-14 03:00:00,2012-10-13 04:00:00,2942.08,24
2012-10-14 04:00:00,2012-10-13 05:00:00,2936.38,24
2012-10-14 05:00:00,2012-10-13 06:00:00,2926.58,24
2012-10-14 06:00:00,2012-10-13 07:00:00,2903.29,24
2012-10-14 07:00:00,2012-10-13 08:00:00,2857.96,24
2012-10-14 08:00:00,2012-10-13 09:00:00,2787.88,24
2012-10-14 09:00:00,2012-10-13 10:00:00,2710.33,24
2012-10-14 10:00:00,2012-10-13 11:00:00,2659.96,24
2012-10-14 11:00:00,2012-10-13 12:00:00,2627.63,24
2012-10-14 12:00:00,2012-10-13 13:00:00,2604.83,24
2012-10-14 13:00:00,2012-10-13 14:00:00,2591.83,24
2012-10-14 14:00:00,2012-10-13 15:00:00,2586.13,24
2012-10-14 15:00:00,2012-10-13 16:00:00,2580.25,24
2012-10-14 16:00:00,2012-10-13 17:00:00,2565.38,24
2012-10-14 17:00:00,2012-10-13 18:00:00,2556.79,24
2012-10-14 18:00:00,2012-10-13 19:00:00,2550.92,24
2012-10-14 19:00:00,2012-10-13 20:00:00,2541.79,24
2012-10-14 20:00:00,2012-10-13 21:00:00,2529.42,24
2012-10-14 21:00:00,2012-10-13 22:00:00,2515.67,24
2012-10-14 22:00:00,2012-10-13 23:00:00,2471.67,24
2012-10-14 23:00:00,2012-10-14 00:00:00,2432.96,24
2012-10-15 00:00:00,2012-10-14 01:00:00,2401,24
2012-10-15 01:00:00,2012-10-14 02:00:00,2377.38,24
2012-10-15 02:00:00,2012-10-14 03:00:00,2360.08,24
2012-10-15 03:00:00,2012-10-14 04:00:00,2358.88,24
2012-10-15 04:00:00,2012-10-14 05:00:00,2381.71,24
2012-10-15 05:00:00,2012-10-14 06:00:00,2469.25,24
2012-10-15 06:00:00,2012-10-14 07:00:00,2671.46,24
2012-10-15 07:00:00,2012-10-14 08:00:00,2907.54,24
2012-10-15 08:00:00,2012-10-14 09:00:00,3087.42,24
2012-10-15 09:00:00,2012-10-14 10:00:00,3187.79,24
2012-10-15 10:00:00,2012-10-14 11:00:00,3233.75,24
2012-10-15 11:00:00,2012-10-14 12:00:00,3269.88,24
2012-10-15 12:00:00,2012-10-14 13:00:00,3301,24
2012-10-15 13:00:00,2012-10-14 14:00:00,3332,24
2012-10-15 14:00:00,2012-10-14 15:00:00,3368.67,24
2012-10-15 15:00:00,2012-10-14 16:00:00,3420.42,24
2012-10-15 16:00:00,2012-10-14 17:00:00,3504.25,24
2012-10-15 17:00:00,2012-10-14 18:00:00,3574.5,24
2012-10-15 18:00:00,2012-10-14 19:00:00,3593.46,24
2012-10-15 19:00:00,2012-10-14 20:00:00,3584.33,24
2012-10-15 20:00:00,2012-10-14 21:00:00,3582.63,24
2012-10-15 21:00:00,2012-10-14 22:00:00,3567.54,24
2012-10-15 22:00:00,2012-10-14 23:00:00,3549.25,24
2012-10-15 23:00:00,2012-10-15 00:00:00,3546.13,24
2012-10-16 00:00:00,2012-10-15 01:00:00,3544.38,24
2012-10-16 01:00:00,2012-10-15 02:00:00,3545.25,24
2012-10-16 02:00:00,2012-10-15 03:00:00,3546,24
2012-10-16 03:00:00,2012-10-15 04:00:00,3546.79,24
2012-10-16 04:00:00,2012-10-15 05:00:00,3545.08,24
2012-10-16 05:00:00,2012-10-15 06:00:00,3551.88,24
2012-10-16 06:00:00,2012-10-15 07:00:00,3555,24
2012-10-16 07:00:00,2012-10-15 08:00:00,3565.71,24
2012-10-16 08:00:00,2012-10-15 09:00:00,3577.96,24
2012-10-16 09:00:00,2012-10-15 10:00:00,3584.63,24
2012-10-16 10:00:00,2012-10-15 11:00:00,3587.71,24
2012-10-16 11:00:00,2012-10-15 12:00:00,3598.33,24
2012-10-16 12:00:00,2012-10-15 13:00:00,3606.33,24
2012-10-16 13:00:00,2012-10-15 14:00:00,3614.04,24
2012-10-16 14:00:00,2012-10-15 15:00:00,3622.04,24
2012-10-16 15:00:00,2012-10-15 16:00:00,3631.58,24
2012-10-16 16:00:00,2012-10-15 17:00:00,3642,24
2012-10-16 17:00:00,2012-10-15 18:00:00,3661.67,24
2012-10-16 18:00:00,2012-10-15 19:00:00,3686.96,24
2012-10-16 19:00:00,2012-10-15 20:00:00,3690.17,24
2012-10-16 20:00:00,2012-10-15 21:00:00,3694.33,24
2012-10-16 21:00:00,2012-10-15 22:00:00,3704.92,24
2012-10-16 22:00:00,2012-10-15 23:00:00,3721.04,24
2012-10-16 23:00:00,2012-10-16 00:00:00,3727.96,24
2012-10-17 00:00:00,2012-10-16 01:00:00,3730.21,24
2012-10-17 01:00:00,2012-10-16 02:00:00,3730.58,24
2012-10-17 02:00:00,2012-10-16 03:00:00,3731,24
2012-10-17 03:00:00,2012-10-16 04:00:00,3731.17,24
2012-10-17 04:00:00,2012-10-16 05:00:00,3731.5,24
2012-10-17 05:00:00,2012-10-16 06:00:00,3729.96,24
2012-10-17 06:00:00,2012-10-16 07:00:00,3723.63,24
2012-10-17 07:00:00,2012-10-16 08:00:00,3661.5,24
2012-10-17 08:00:00,2012-10-16 09:00:00,3655.92,24
2012-10-17 09:00:00,2012-10-16 10:00:00,3662.13,24
2012-10-17 10:00:00,2012-10-16 11:00:00,3667.67,24
2012-10-17 11:00:00,2012-10-16 12:00:00,3661.75,24
2012-10-17 12:00:00,2012-10-16 13:00:00,3660.25,24
2012-10-17 13:00:00,2012-10-16 14:00:00,3651.67,24
2012-10-17 14:00:00,2012-10-16 15:00:00,3604.21,24
2012-10-17 15:00:00,2012-10-16 16:00:00,3558.42,24
2012-10-17 16:00:00,2012-10-16 17:00:00,3567.88,24
2012-10-17 17:00:00,2012-10-16 18:00:00,3557.5,24
2012-10-17 18:00:00,2012-10-16 19:00:00,3545.04,24
2012-10-17 19:00:00,2012-10-16 20:00:00,3550.21,24
2012-10-17 20:00:00,2012-10-16 21:00:00,3556.21,24
2012-10-17 21:00:00,2012-10-16 22:00:00,3574.21,24
2012-10-17 22:00:00,2012-10-16 23:00:00,3581,24
2012-10-17 23:00:00,2012-10-17 00:00:00,3583.79,24
2012-10-18 00:00:00,2012-10-17 01:00:00,3587.96,24
2012-10-18 01:00:00,2012-10-17 02:00:00,3589.67,24
2012-10-18 02:00:00,2012-10-17 03:00:00,3591.08,24
2012-10-18 03:00:00,2012-10-17 04:00:00,3592.71,24
2012-10-18 04:00:00,2012-10-17 05:00:00,3593.42,24
2012-10-18 05:00:00,2012-10-17 06:00:00,3586.42,24
2012-10-18 06:00:00,2012-10-17 07:00:00,3574.79,24
2012-10-18 07:00:00,2012-10-17 08:00:00,3611.33,24
2012-10-18 08:00:00,2012-10-17 09:00:00,3580.58,24
2012-10-18 09:00:00,2012-10-17 10:00:00,3574.46,24
2012-10-18 10:00:00,2012-10-17 11:00:00,3571.92,24
2012-10-18 11:00:00,2012-10-17 12:00:00,3591.29,24
2012-10-18 12:00:00,2012-10-17 13:00:00,3598.29,24
2012-10-18 13:00:00,2012-10-17 14:00:00,3616.29,24
2012-10-18 14:00:00,2012-10-17 15:00:00,3675.17,24
2012-10-18 15:00:00,2012-10-17 16:00:00,3724.04,24
2012-10-18 16:00:00,2012-10-17 17:00:00,3706.71,24
2012-10-18 17:00:00,2012-10-17 18:00:00,3697.25,24
2012-10-18 18:00:00,2012-10-17 19:00:00,3683.75,24
2012-10-18 19:00:00,2012-10-17 20:00:00,3683.42,24
2012-10-18 20:00:00,2012-10-17 21:00:00,3683.42,24
2012-10-18 21:00:00,2012-10-17 22:00:00,3678.67,24
2012-10-18 22:00:00,2012-10-17 23:00:00,3681.79,24
2012-10-18 23:00:00,2012-10-18 00:00:00,3682.5,24
2012-10-19 00:00:00,2012-10-18 01:00:00,3684.38,24
2012-10-19 01:00:00,2012-10-18 02:00:00,3686.96,24
2012-10-19 02:00:00,2012-10-18 03:00:00,3689.13,24
2012-10-19 03:00:00,2012-10-18 04:00:00,3689.21,24
2012-10-19 04:00:00,2012-10-18 05:00:00,3686.13,24
2012-10-19 05:00:00,2012-10-18 06:00:00,3678.04,24
2012-10-19 06:00:00,2012-10-18 07:00:00,3669.88,24
2012-10-19 07:00:00,2012-10-18 08:00:00,3642.21,24
2012-10-19 08:00:00,2012-10-18 09:00:00,3629.67,24
2012-10-19 09:00:00,2012-10-18 10:00:00,3602.58,24
2012-10-19 10:00:00,2012-10-18 11:00:00,3590.46,24
2012-10-19 11:00:00,2012-10-18 12:00:00,3556.08,24
2012-10-19 12:00:00,2012-10-18 13:00:00,3528.67,24
2012-10-19 13:00:00,2012-10-18 14:00:00,3513.04,24
2012-10-19 14:00:00,2012-10-18 15:00:00,3509.54,24
2012-10-19 15:00:00,2012-10-18 16:00:00,3507.96,24
2012-10-19 16:00:00,2012-10-18 17:00:00,3451.21,24
2012-10-19 17:00:00,2012-10-18 18:00:00,3395.63,24
2012-10-19 18:00:00,2012-10-18 19:00:00,3393.96,24
2012-10-19 19:00:00,2012-10-18 20:00:00,3409.67,24
2012-10-19 20:00:00,2012-10-18 21:00:00,3409.13,24
2012-10-19 21:00:00,2012-10-18 22:00:00,3421.33,24
2012-10-19 22:00:00,2012-10-18 23:00:00,3466,24
2012-10-19 23:00:00,2012-10-19 00:00:00,3502.42,24
2012-10-20 00:00:00,2012-10-19 01:00:00,3526.21,24
2012-10-20 01:00:00,2012-10-19 02:00:00,3540.25,24
2012-10-20 02:00:00,2012-10-19 03:00:00,3550.08,24
2012-10-20 03:00:00,2012-10-19 04:00:00,3551.46,24
2012-10-20 04:00:00,2012-10-19 05:00:00,3538.17,24
2012-10-20 05:00:00,2012-10-19 06:00:00,3471.04,24
2012-10-20 06:00:00,2012-10-19 07:00:00,3310.67,24
2012-10-20 07:00:00,2012-10-19 08:00:00,3145.96,24
2012-10-20 08:00:00,2012-10-19 09:00:00,3043.96,24
2012-10-20 09:00:00,2012-10-19 10:00:00,3006.75,24
2012-10-20 10:00:00,2012-10-19 11:00:00,2985.38,24
2012-10-20 11:00:00,2012-10-19 12:00:00,2987.75,24
2012-10-20 12:00:00,2012-10-19 13:00:00,2992.92,24
2012-10-20 13:00:00,2012-10-19 14:00:00,2976.21,24
2012-10-20 14:00:00,2012-10-19 15:00:00,2927.54,24
2012-10-20 15:00:00,2012-10-19 16:00:00,2877,24
2012-10-20 16:00:00,2012-10-19 17:00:00,2871.38,24
2012-10-20 17:00:00,2012-10-19 18:00:00,2892.46,24
2012-10-20 18:00:00,2012-10-19 19:00:00,2886.54,24
2012-10-20 19:00:00,2012-10-19 20:00:00,2879.88,24
2012-10-20 20:00:00,2012-10-19 21:00:00,2888.17,24
2012-10-20 21:00:00,2012-10-19 22:00:00,2887.63,24
2012-10-20 22:00:00,2012-10-19 23:00:00,2878.79,24
2012-10-20 23:00:00,2012-10-20 00:00:00,2890.83,24
2012-10-21 00:00:00,2012-10-20 01:00:00,2895.08,24
2012-10-21 01:00:00,2012-10-20 02:00:00,2922.96,24
2012-10-21 02:00:00,2012-10-20 03:00:00,2961.38,24
2012-10-21 03:00:00,2012-10-20 04:00:00,3009.21,24
2012-10-21 04:00:00,2012-10-20 05:00:00,3061.25,24
2012-10-21 05:00:00,2012-10-20 06:00:00,3101.29,24
2012-10-21 06:00:00,2012-10-20 07:00:00,3121.13,24
2012-10-21 07:00:00,2012-10-20 08:00:00,3122.54,24
2012-10-21 08:00:00,2012-10-20 09:00:00,3086.75,24
2012-10-21 09:00:00,2012-10-20 10:00:00,3025.17,24
2012-10-21 10:00:00,2012-10-20 11:00:00,2972.17,24
2012-10-21 11:00:00,2012-10-20 12:00:00,2910.13,24
2012-10-21 12:00:00,2012-10-20 13:00:00,2849.5,24
2012-10-21 13:00:00,2012-10-20 14:00:00,2806.08,24
2012-10-21 14:00:00,2012-10-20 15:00:00,2777.79,24
